"LerKas144"	"LerKas135"	"LerKas155"	"LerKas106"	"LerKas64"	"LerKas158"	"LerKas104"	"LerKas86"	"LerKas134"	"LerKas109"	"LerKas20"	"LerKas57"	"LerKas33"	"LerKas102"	"LerKas150"	"LerKas16"	"LerKas156"	"LerKas60"	"LerKas97"	"LerKas136"	"LerKas7"	"LerKas48"	"LerKas14"	"LerKas22"	"LerKas90"	"LerKas17"	"LerKas154"	"LerKas100"	"LerKas46"	"LerKas160"	"LerKas133"	"LerKas18"	"LerKas130"	"LerKas68"	"LerKas54"	"LerKas41"	"LerKas49"	"LerKas143"	"LerKas1"	"LerKas67"	"LerKas149"	"LerKas115"	"LerKas19"	"LerKas70"	"LerKas111"	"LerKas39"	"LerKas73"	"LerKas13"	"LerKas27"	"LerKas61"	"LerKas95"	"LerKas122"	"LerKas151"	"LerKas91"	"LerKas157"	"LerKas129"	"LerKas104.1"	"LerKas66"	"LerKas65"	"LerKas77"	"LerKas142"	"LerKas83"	"LerKas112"	"LerKas58"	"LerKas31"	"LerKas79"	"LerKas80"	"LerKas25"	"LerKas116"	"LerKas51"	"LerKas55"	"LerKas82"	"LerKas101"	"LerKas126"	"LerKas162"	"LerKas127"	"LerKas42"	"LerKas6"	"LerKas99"	"LerKas29"	"LerKas114"	"LerKas44"	"LerKas87"	"LerKas69"	"LerKas96"	"LerKas92"	"LerKas121"	"LerKas45"	"LerKas146"	"LerKas8"	"LerKas32"	"LerKas53"	"LerKas163"	"LerKas118"	"LerKas123"	"LerKas34"	"LerKas88"	"LerKas35"	"LerKas120"	"LerKas81"	"LerKas26"	"LerKas3"	"LerKas43"	"LerKas153"	"LerKas28"	"LerKas137"	"LerKas159"	"LerKas24"	"LerKas131"	"LerKas78"	"LerKas125"	"LerKas9"	"LerKas52"	"LerKas72"	"LerKas119"	"LerKas132"	"LerKas74"	"LerKas128"	"LerKas103"	"LerKas94"	"LerKas161"	"LerKas110"	"LerKas138"	"LerKas11"	"LerKas76"	"LerKas145"	"LerKas10"	"LerKas147"	"LerKas85"	"LerKas107"	"LerKas108"	"LerKas15"	"LerKas21"	"LerKas117"	"LerKas148"	"LerKas98"	"LerKas59"	"LerKas84"	"LerKas124"	"LerKas38"	"LerKas139"	"LerKas2"	"LerKas152"	"LerKas4"	"LerKas62"	"LerKas105"
"AT3G58850"	2.10725303501318	4.73716694456989	3.93922805878474	3.6165030430821	4.47121387033756	4.82648712539012	2.87661807105768	4.58276068667468	3.47123542786532	3.68006526262407	5.34012461016155	3.03716205875439	4.87759448546077	3.60255461836338	4.70114186667259	3.93527130601876	3.50365545139574	4.47586194539867	4.94550705259112	2.45257730576266	3.30414752367966	4.51702892141619	4.67380755204158	5.14269856008	2.98127429136353	2.11409303995285	2.8474435450741	3.15420927430864	4.89566963635097	2.61444102166573	4.96958027999885	4.43523217257728	4.85941825954914	4.10698651025133	3.81992076576954	4.79051779966474	4.15937169555035	3.81690198466208	3.56525933042387	4.64898155818664	5.18095229640744	2.55503102057449	5.18005799565783	2.40340595077122	1.66181477756947	2.58809153207194	3.36878600197505	2.13679047796359	4.82343965922467	4.15306492622331	4.15408299527406	4.71954618766578	3.51014329681362	2.71557709157142	2.27074647376044	2.59638662056505	2.82819910237315	4.16186906149909	3.08555044327005	5.13415241804695	1.50538996690142	4.15763636186202	1.83221996256138	3.07822251907388	3.6479645183402	4.88746583108779	4.46180273371586	2.03308254658861	3.01383191883827	4.5453810062685	4.76070382965015	3.94658208458311	3.51538195602545	2.91761896554316	3.27114927580492	2.93610828572206	4.54175586181915	2.83246838104109	4.25500781591426	4.63738441564179	4.67663687184438	4.75072411072235	5.14546812588282	3.70613692455488	3.29615722398473	4.42292018809649	4.93590297270325	3.58138162879229	4.11760528947651	4.11511127248338	3.31064618978751	4.85099203535144	4.9794159749255	2.6853071361139	3.96531879762367	3.64351999945067	3.48731818917667	5.12658634340483	5.63745608896916	4.66194308824802	3.3686328733258	5.21599951433381	3.24541589441548	5.61199714403383	3.85578052610919	3.51880669764039	2.74522001633963	3.72405189549877	4.30802435481415	3.16513098762429	3.87248588155641	4.84850703309782	3.88540746815123	3.47607807592194	3.56758475326713	3.15021685940659	4.86904085566539	3.30716856278094	4.02856029587966	3.14021078417238	2.37549730105761	2.1136199282005	2.49124066775449	2.88917667159839	3.50111626736093	1.52440073105385	2.73417087478693	1.89834323534409	4.17461707516085	3.3815863398099	5.10987395611096	5.47238138786122	4.07359874783837	3.57746327745777	3.64955568498853	3.75460634149352	2.95026418339282	5.62007592508006	5.18098215638306	3.03503067832195	5.41529422327852	3.99734494075436	5.55530683267671	2.92504133711584	5.17526294210418	3.77022388343153
"AT1G59870"	9.99055858494122	8.64718088933527	9.93965678440782	9.63637703513488	9.61922937459982	8.61942734379745	9.38979854628842	9.45648064469292	9.57035380595354	9.47306588507362	8.42162596762998	10.3037618548087	9.32066722798027	10.0275833425043	9.82864721273762	9.16954917689767	9.84628294735162	9.99912496009902	9.545274118539	8.46397964235872	8.9538502351882	9.76964306164962	8.38384470650169	8.81102021936437	9.66115757568252	7.14606618625555	9.629416642927	10.0903993666031	8.88482504342352	9.0859428808665	9.88094423880932	9.50370376899245	9.28378056561906	10.5940876549449	9.88621582164832	9.88520224736462	10.1423761757934	9.61922937459982	7.33634093366881	9.82864721273762	7.73720733142325	9.37754177125817	7.32383020549956	9.4013118256566	9.36363037390861	8.6767394308512	9.85117956628488	8.49639512944155	8.03281813433957	8.88768503294671	8.33622737657975	9.3694229920991	8.68588494800051	9.71621140083241	8.62957924134118	7.36714489717439	9.46811058588957	9.97903231921723	8.5334908788277	8.44148640662324	7.93122450440131	9.1022906886231	9.2637021863942	8.32620094173046	8.28191920070837	8.42903076427382	8.47592611487041	7.92877051737502	9.01843053955232	8.93204963550053	8.9536478105498	8.58875417947016	9.55098871824434	9.19837926373338	9.29032590701434	10.0527852844622	9.81031146460912	8.5969827209371	9.61604737773055	8.54899300630352	9.4332161502939	9.16475957022302	9.18200539795392	9.69705349384008	9.98227135128102	10.0645547487887	9.72844106993742	9.629416642927	10.4452713477225	7.93093864798046	9.72313473716734	8.91657413686486	9.42256879244306	10.7122629436312	12.0875403628083	9.64630514181922	9.09562450213186	8.97208843087788	9.43781224592865	9.23363684455907	8.61516169210127	7.75671263186691	8.76408265985297	9.29670070071968	9.05315792712097	9.01501901960405	9.24940793654865	9.46823214529132	8.85416273778722	10.1769234897179	10.0032749436814	9.02825875563495	10.08086822451	9.22961959062962	10.1670136855801	8.67531439428453	8.72273517738689	11.4230411592579	8.98348453647033	9.4999112799123	8.14223936200615	9.20484213581888	8.7780675618758	9.07951034670118	10.3748579765909	9.41063712463007	8.4170039973881	9.08356859865375	9.19237841787084	9.88914554672401	9.50071114374556	8.60654266987624	9.11102000121048	10.0513476835956	8.68498279135616	9.30457914420017	9.26477716729231	9.89165596737385	9.92835730566734	8.60250655467427	8.82829076479024	9.59205931842084	9.33681457061797	8.31190494846676	9.10591206950852	9.13562976669875
"AT5G45480"	8.04600991356676	7.63320411175126	6.64018468022605	7.41873817203643	6.03487444097777	7.7224656496783	6.34264221803393	7.57847254247049	6.68726593062423	6.9182623738454	6.3466876167079	6.93732827620592	6.54495423812293	7.10136627152614	6.43522253125168	6.73224081599984	7.44080097152338	6.59539426987414	7.05402960314169	6.67158903793685	6.72504276275575	6.59468148225046	6.96024673614243	6.612903581159	6.47012810194581	6.58972649915714	7.38915491728351	5.83242064293658	6.81529000747421	6.78778110183794	7.15397691402433	7.84434391432223	7.18552393000772	7.57427889915496	6.27652036615383	7.05427414790384	7.4098057071478	6.73442905250691	6.28806649508865	6.8486545367683	7.11798060158063	6.06032740309373	6.52182320772691	7.31247449180011	6.53084689456561	7.5901814376965	7.25582704544499	7.58456278142353	7.23953252567541	6.14825105275241	6.03979829262405	6.16447132781683	7.7276465736167	7.41873325448808	7.16265716631304	6.57423050633931	6.32811717593291	6.19972383461186	7.55362550045797	6.46571464029444	7.31985849460964	5.85704343233785	7.67222356581022	5.79341160688014	6.41751049872503	6.78609378904543	7.10738836093276	7.03738189121826	7.11574716820704	7.19211602479608	6.83565299724139	7.84856723194523	7.40020186032327	6.7778311467732	7.579880284515	7.32692738072021	7.58012429038308	7.62981037590219	7.63251557114226	7.31652643058554	6.11167371346583	5.56134794688769	6.39500717733107	6.78686365807165	6.26683752482966	7.15355761671907	6.03313970291727	7.32560756556661	7.42489590630317	6.10263962832949	7.46950095026969	6.06200641027981	7.44922166520449	5.86369809275095	6.03212619817586	6.50959035359121	6.80605864129083	6.55051482322564	6.84507962804161	6.14958815635147	5.76539750407365	7.58700687814451	6.3913745665906	7.06423833303889	6.25180543700895	7.7980538938257	6.8651517206643	7.35903343917218	6.26599705478978	6.96606550287929	5.31369025407345	7.21658637358347	6.23288549764514	7.57030238838208	6.12654241777266	7.08558819859016	5.94538881082557	6.71155561248489	5.94322478824547	6.04404936659732	5.6841055286225	7.03380507950593	7.06727929913696	6.56719949179506	5.8346887494439	6.8652120116675	7.05444671213755	7.18102215471366	7.3998650239107	7.83568432181132	7.32979186500416	6.76852502606675	7.59383666684802	6.90154020976118	6.85841859493346	7.4986937175271	7.09656155688613	7.28833988374213	7.21608575082664	7.04417204323655	7.64813935071687	8.1437943509896	6.5225208872364	7.4493081792755	6.79409100877341	5.37291091723153
"AT5G45430"	12.4452840332792	11.8554771049084	5.5119534580414	10.9908064983879	5.34325640216699	11.0244861762122	5.80076740833765	11.1603081788417	4.48583204744958	11.7558519962099	5.19468625352058	11.7273242695554	4.97481604397556	11.1018781435416	4.83482453463083	5.37447557722146	11.1499357280937	11.3359879118631	11.1238950372948	5.31500750170351	4.14320382963124	4.18109357007687	4.26074017251905	4.73698072882064	4.85385295485654	5.41530003165426	11.1806255330988	4.7950417004124	4.90526221234898	11.5827163219959	4.19393730166359	11.6727547560192	5.36678626732426	12.1818165122595	4.64243972303094	11.4242289338693	11.3283129250662	11.1238950372948	11.9251124709529	10.7721485014844	11.2287380798311	5.16094413877237	5.451478513383	11.2181330537446	6.23347365226355	11.3816127476677	10.9414075594086	11.3069446604123	10.2358214818163	5.68388215879834	5.49408897680002	4.37767767848462	11.7558519962099	9.90001080193138	10.7488200409251	4.61556488908464	4.45421961103213	5.93586608881073	11.5594617180869	10.320458531659	6.19953949176254	5.38479333660357	10.5589394441587	5.37175091303303	5.65527638973561	6.18742137816513	10.2981737968087	6.18123757125527	5.82326188492854	10.4092701383267	5.74743230104822	11.3778230074546	10.3646235622517	6.01425280862245	11.5285805050228	11.136735314131	11.3395997466353	11.4863253691193	11.5695937809293	11.6344267471672	5.17221523103372	4.43641038611857	4.89589088351866	11.2527987772871	4.52039747233529	10.5611907739582	4.21666644187211	11.0643357484071	11.7708957175102	4.92897473980427	11.1873926708719	4.89861554222662	10.9878827617457	3.98074046350126	4.04822978075155	4.51206370970546	5.04929273293372	5.42319522374873	9.95687137923818	5.30780433180337	4.71920983027378	11.5285805050228	11.0492228873637	11.0732289534333	3.88395287899496	11.7027672140248	4.26199634929613	11.0643357484071	4.27829238430728	11.2559086593471	3.86047717831363	11.4326866099784	3.86209269112262	11.1979910718406	4.7995794549755	4.53156890163238	4.26045549043441	10.8159384465819	4.87624194728031	3.91808176825376	4.67724858777906	9.87447397939878	10.7275931148697	4.60168509228732	3.71068276451459	5.1694165529293	5.81217364072232	2.47163184025089	11.1774383926652	10.1603880058935	10.5224452788323	4.3353757694834	10.2864740173721	10.7853140905634	9.50810384123748	10.3516689104186	10.597117609509	10.1084765386421	10.0713732010595	9.83969460830398	10.5432843000977	11.1375351705849	4.50082872477381	5.88720737623214	7.76735283355816	2.60620495610061
"AT1G72060"	9.23609073463694	8.98639737148829	8.66453475454289	9.15514918969983	9.33869392072431	8.93158646540987	9.34564968935712	8.49444028609737	8.62389538923788	7.767525987981	6.81081111365813	7.72318330205076	8.08674656162059	8.86420866776807	9.03855743388763	7.50811342662782	9.45209677615486	8.09618194806514	8.74937033597231	8.58205471139406	8.66147475735454	8.501419947388	8.19273320732641	8.91363401464734	9.02224456008541	8.54253646252523	9.42470646574356	7.28328081955837	8.51958717427546	6.09078922843474	10.4062219823066	8.90030318352231	9.1516044239779	8.89030622331074	8.4696273198787	8.62494270733332	8.9218700407341	5.80100612532999	5.74627457260063	7.62290695098303	8.02298858204913	7.84342095831952	7.5412089041595	9.4173243922785	9.14986764244078	10.348682757359	9.6463009430609	9.7147959559179	8.30651753229696	8.51694995851455	7.51299909655402	8.34536856695162	9.3408468535335	9.18207822337319	8.83078905082093	8.7172287861249	9.2544294831628	9.20080779327479	9.33382109977899	7.13351551816992	9.5604044400177	7.33116597804229	8.57544918681456	7.84704219269102	6.92631408765975	8.65907866686036	8.59703670332563	8.51836712978618	9.79118703352116	7.59468755287349	8.07659067444746	9.60579746353564	9.36087579601551	9.3493269737164	8.49064032538347	9.56266236717277	9.24371053235427	9.3359565786618	8.5326041033889	7.99523670460128	7.59390136753071	5.33340856637322	8.09538417667449	7.19181952210572	9.23237731823706	9.08175477880214	8.43670473583969	8.59072397283822	8.1990038660704	7.74680274937297	8.80799364935676	6.77703898923996	10.0534391123726	8.34351330572806	8.65543356430764	8.37936262683077	8.34960036291211	8.77099970711104	9.10287252641081	8.85131036537625	6.69146862957276	7.99477926675473	6.12608357606271	8.09366497899392	7.84369026489627	9.54981482756983	8.75001416833037	8.8042965751445	8.01856773730009	6.6708616841771	5.59978823175132	7.34690175488684	7.73603925195564	11.0977651776898	9.33439149866573	10.2631874579718	7.45984074644955	8.43913637495717	8.54054541555909	8.14589635993061	8.00129549864526	8.58420937071336	8.67747450626092	9.29172288203466	10.1896882101595	8.81419690948412	5.66634422583972	9.62577865968492	9.29015383880848	8.45945545848146	8.32048625771179	8.14958609062239	9.5682572172751	7.9329427494019	8.43582979990174	9.44386177598769	8.50559782672895	8.81824639402086	9.36881192569287	8.3842750085874	9.12410171547945	9.37420581426313	9.31701856977953	8.01719609394622	10.6955071894239	7.62416771102713
"BX834603"	6.37231300460328	5.70334025933446	5.09807746205885	5.54971018780527	4.21330672547239	5.47379873094236	6.19300779050214	6.28602476197001	5.56618498749134	5.55787466496841	4.3275655871897	5.21002155521312	5.08581658909046	6.06341731326964	4.78294136091459	4.06988984887902	6.51651096643072	5.85931834113531	4.97573664647512	5.66335552410909	6.69878145829242	5.66576822794969	6.98006917444007	5.29808096450307	6.4169152954791	3.55888851346861	5.5223397674798	4.83804300112787	5.10056391933394	5.01540933768972	6.92327584449593	6.67608145262153	6.77390581553092	6.43558096177598	6.071637020366	4.36415221292495	5.74460038841642	5.21949105302372	5.78925751151241	5.52453140655782	4.40726850044279	3.27711040327293	3.78872688966573	6.27716238364857	4.50453769501731	4.92103459243334	6.66025506308039	5.2000704915562	4.0300730380869	4.0170869738851	2.46537608092879	4.20140413317141	5.47601852139677	5.4498201300686	2.4511766104322	4.99220628240283	6.29790726432865	5.25732195851033	3.23765901468877	2.43967941690004	5.06603763324086	3.9007134862485	5.41414721286725	2.93172239095407	4.71034039134828	3.80189861379447	3.54246534245064	4.26064068311777	5.57883286857497	5.21523348848112	4.40416468961167	5.98104015007646	5.42954525975642	5.09969758256837	4.64615581384552	6.64076609366616	4.740213388003	6.21639844333575	6.22934496695305	3.89733762651176	4.3181109449136	3.6301076285687	3.9765932508213	4.47620461729798	6.7378837833978	7.23233117063585	4.47795071959191	5.86907962382553	6.91726529947148	5.22721166234869	6.41234946267807	3.7468370125845	5.52217019448892	6.57843670627553	7.11464130456142	5.87426223630255	5.35795396821177	4.60960647654496	7.04587401603894	5.12637224455849	4.28163970151537	5.6192909445148	3.72633151377683	3.94319901404293	4.59492424686378	6.34584148855584	5.94700290793616	6.09070686147558	5.14821926436756	4.51896880232844	4.16886306306568	6.43165154349098	4.91196496059373	6.77151190615994	5.31413541688225	6.13731462420029	3.63868706650421	7.03673760528675	3.56165618832906	4.59271283705576	2.96804571169953	5.2289146724659	5.99918168026656	6.77673478635517	7.01893384184344	4.00465296488474	3.8020428934943	3.3974099752516	4.47068680836751	7.33002380500757	5.89665329485017	5.64197625302969	6.8997015812568	5.38944149476275	3.68254695724791	4.80004692620043	4.54801361046008	3.52371684666356	6.22101282299584	5.28122820013971	5.37377472253911	8.1729585877604	7.29831857473096	5.63165634539624	5.03157115330192	3.82044403957318
"AT4G32850"	5.13252661874614	7.00262770686844	5.53152878369767	5.49488157905978	5.59137678324952	7.24873374712462	7.19223515518477	7.42876332805347	5.18287510494719	5.15014292281408	5.2087491747663	5.5563912753281	6.7737364075535	5.59955821710455	5.16381584501051	5.27543439719599	6.64119070940969	5.64954880277472	6.71091339622027	4.82469293563035	6.69066859034091	7.17238594250463	6.30481201960682	6.5752022265941	5.4203735323529	3.86763990237464	6.79605564654688	5.62341056029557	7.03720260620028	7.29972991756697	5.21856238969612	5.36331818296372	5.25513273484276	5.60377876438744	7.3119435515657	5.52198359960394	7.30055690675883	6.15789133994455	6.85301813327011	7.25325058151317	7.19523880238573	5.42082290962804	7.09163951023378	5.16510225791776	7.10304926485856	6.98359351703997	4.09990696091225	4.26887098362898	7.06923121496308	4.64831829849718	7.22645036857498	7.47796933477733	7.43286409196809	6.09532446017653	7.17256294171722	4.95414399622274	7.75235129724016	8.01204562705703	7.63673154251753	6.01313398262983	6.99178736092455	5.73958477538529	7.95269994568748	7.74121217164927	5.65554851520345	7.44399615637637	7.09360929588492	5.08827313657504	5.5877464031116	7.72910885946765	8.11447232014529	5.52862464536646	5.07844403507199	7.51364538096943	5.45472874637689	7.43769969191928	7.451109386943	4.83795726525386	5.40564499405144	5.26678377626296	5.53454378260827	6.78284688440113	6.3823086692527	5.64684227401195	6.95343535531368	7.18472484251421	5.51064296101745	7.04248852931931	7.06975787380778	4.84972250840669	7.2009380208139	5.2714737332538	6.78496102449883	5.7636131776299	8.14014530884054	4.6800357526717	5.25676107732671	6.78717427734087	6.5901535897157	4.96105749570574	6.92120386463529	4.44314711990838	7.01949239492353	5.21254237449605	7.14526879823373	6.98614521055874	7.12780646117723	7.08304125429395	4.95638503858946	7.65424245297686	6.4161535868647	5.2642087503486	7.0126789208001	5.13727580737755	7.65295092527619	5.12157969272535	7.25705859115122	4.974759577906	4.20506490437	7.45864760795578	4.07328079377083	4.49998611034378	3.81565656193947	4.17874650618008	4.60600149472474	5.4521334899292	7.84952832243651	4.88361892028158	7.554639989356	6.69336437171197	7.96029730395448	4.92594151029653	8.05456170312997	5.45775242367508	3.24864321006372	3.75149050824865	4.89757063654953	8.29270691697882	6.08087006759406	7.56356416621664	3.65574556705225	7.7726966680526	8.03556218306869	6.6691563126579	5.39089552613835	3.68233589071715
"AT1G19960"	13.5803754450039	13.1385721361862	13.5389781093232	13.780010112003	13.780010112003	13.4321058858269	12.6106347206744	13.6909930523213	12.4005963849022	12.9255487059134	13.4967493824344	13.6457782162517	12.688101558346	13.390310612514	12.8470086441209	13.2458380098659	12.9725996517162	13.1896126883746	12.6328158759123	12.9119871770124	12.7236643972116	13.1001731232739	13.390310612514	12.885838082625	13.3510245376547	13.2764333145231	13.8059658640472	13.390310612514	13.4094259620077	12.6769946671593	13.2764333145231	13.2458380098659	12.9119871770124	13.6457782162517	14.0314557482797	13.4321058858269	13.1001731232739	12.4390411686488	11.7758484520665	13.2458380098659	12.688101558346	12.9886691641877	12.2266213426804	13.5999072740054	13.3152334027514	13.1385721361862	13.5936722841643	12.7381737589631	13.4498438637793	13.6573020252668	12.0648807463679	13.0872541698358	14.1586522605577	13.6886406200079	13.7160649662071	13.0368278045914	12.8247078850939	13.6573020252668	14.4474424431949	12.47237261269	12.7107126994754	12.3769970035711	13.3649678881944	11.2551462688486	11.6720325713838	13.780010112003	13.757547351369	12.6995040302308	13.8622022137155	12.8064216739733	12.4555370653636	13.1896126883746	13.7580531551104	12.7522984892584	12.7107126994754	13.2611242670716	13.0368278045914	13.7160649662071	13.1193094077383	12.5559895772609	13.478039258086	11.9445856789474	12.6003174504954	12.9119871770124	12.5666277151916	12.7522984892584	12.688101558346	13.1896126883746	12.688101558346	12.0068107912898	12.4561223188153	12.4653325023706	13.2611242670716	13.2764333145231	13.9198555043292	13.1385721361862	13.2947195256437	12.9886691641877	12.8064216739733	13.0838966369426	11.3208616992863	13.1563483524691	11.9621314043798	12.9048234379148	12.7522984892584	13.0057734371046	13.3510245376547	12.7760426521106	12.3927629656743	13.6457782162517	12.6648546897378	12.9119871770124	13.1193094077383	14.3315153420167	13.8622022137155	13.6661744268306	12.8330371183045	13.6248902163673	13.6909930523213	13.0689664687734	12.9725996517162	13.6886406200079	13.5614441077298	14.2991081394304	12.9394143214578	12.9620942452771	12.7381757469084	13.478039258086	13.8622022137155	14.0271742277901	13.1757665757019	13.2460533256573	12.9620942452771	13.0480042124349	13.6886406200079	13.4772985994551	13.5614441077298	13.2460533256573	13.5936722841643	13.0080276175362	13.0080276175362	13.5009782981999	12.7381757469084	13.4498438637793	14.4474424431949	12.4858219629256
"AT2G40750"	9.18082546843666	8.97563551584707	9.27652881153611	9.17203176454565	9.06175787791714	9.11236605491221	9.7110348769786	9.6417162427795	9.5813698889905	9.38033310004903	7.92827765168624	7.68578254457012	8.89148397588323	9.53484048178087	9.02707242038483	9.42520986573555	9.0587088804927	9.54991249673275	8.57402140376769	9.06953691306883	9.6858004645387	9.33012631939914	9.5094733573508	8.58536465500051	9.97778104875537	8.45787931360841	8.73397046105277	8.96565176866888	9.26384240262417	8.14206498300268	9.94758852027387	9.91271989887587	9.92499920888603	8.66980423207763	9.50034735726152	8.93618669224364	9.45519169118978	8.95243994717676	7.32016124424725	8.85669213050933	7.01036269571006	8.3302716022239	6.82613719442243	9.30951072497132	9.12252018055555	8.65841719468147	9.22556111181243	8.87483778674094	8.90146903343034	8.05751637106116	7.0690859692473	8.17495464831953	8.8428173948595	8.90423278472677	7.96972437468606	7.92998762566977	9.44699155659987	8.88222884735069	8.31470256831967	6.98810691196228	8.89393690107387	8.11352038726127	9.49415647870644	7.40311673522404	8.03832830506877	8.75604404789722	8.7811620147341	8.11331793556567	9.29796604110299	7.55702878667676	7.976346372829	9.07331018812367	9.3529002230612	8.68737354661242	8.78515856658156	9.96720941654777	9.43545117451751	9.17916701301417	10.0274369832718	8.50433403565517	8.84872669167763	6.67901471144784	8.45193913766121	8.66729728693841	9.6650205431497	9.62433168132435	8.62293487665347	8.86911945032955	9.16621280206813	8.39453492576362	9.75849076093407	7.12898829390312	8.83942101114222	10.003895893858	9.62176278088081	9.96878723168367	9.65949619488421	8.4952625647237	8.94114675813799	9.43031838258957	7.15409390587804	9.01897514918654	6.89768072814129	7.8086877979352	8.6848377126232	9.4226192871156	9.11948282118036	9.17203176454565	8.98452067643246	9.14079122547945	8.5182255408187	9.70324859062488	9.80802724271594	9.62602305052473	8.905442283255	9.43917267802292	7.36309852765395	10.3881303830204	8.51027048978938	8.55730680488637	7.8517725247007	9.64479218374963	8.75654103779404	9.65526775070896	9.46783367981469	8.79962147813834	7.70305431178286	8.91357365085232	8.65952774296637	10.0333808934532	9.48947151511449	9.01483086003612	9.63412832696	8.34168467488858	9.04397297059517	9.88176708465557	8.56943147257287	9.23647602828973	10.045955227991	8.8584655402694	9.48893627921077	10.1646005512753	9.77405684668174	9.33818236020695	9.03208421847136	8.40241770220952
"AT3G47540"	6.76144425353689	6.4615650883584	7.77182712928875	7.30764705430311	5.43239920539049	7.73864881313755	7.35109852302427	6.30127524349879	6.24669534860899	5.31603866730628	6.33524288380075	5.42996990098465	6.88289508880256	6.54793607685612	7.6506833760659	6.85998107818969	7.57267258425809	7.2558838437787	7.31375797455037	5.3371972178531	6.92745320601039	6.79763336236192	6.16154757138006	7.17535076753421	6.12912279870947	6.20970120334667	7.12415754941875	8.26638828262728	6.09066888538727	6.32084087679543	7.92872963722497	7.82618374688212	6.2873884413365	8.49936967076267	6.59240191948941	6.79918209423032	7.3282776296643	5.78596248582658	5.35076723187049	7.62239643248319	5.27865291105659	5.39644333723744	5.91685765906191	7.30432402799206	5.84107830638376	6.25115824196866	7.34388629779777	6.69012506354338	5.51756183609376	7.40538109315379	6.95621198824356	7.19876120133759	6.20309489028076	6.79845363245823	7.02209065187887	5.29802046333173	7.54422551826497	7.62719555541689	6.02765966375969	6.3475623220315	6.1028334506299	4.72197906710248	6.27166321750021	5.01842811297271	5.5153719942333	5.43131197192558	5.21334198807171	5.32205477275394	5.61516270569261	5.7146346706336	5.58885683529286	6.19401651479227	6.58795112747488	5.81167472510246	6.81258376708971	6.66335972498708	5.57556826963138	6.53497317476194	5.22035460110815	6.11309124315861	6.49464153534062	6.12718254441966	6.64603501491549	6.24939743457348	7.13911840642473	9.0515488176838	7.41910490729639	6.3127043784888	8.17984863517454	6.48855813390959	6.40555229539955	6.50082155512975	8.18147077824553	7.50233750262299	6.66956540453252	6.81530456634041	6.052750250715	7.19266212910773	7.4017982885632	6.92594775062895	5.2665869425621	6.71046403767359	6.1902158417021	5.72757888671427	6.92421975077277	6.06864897967217	5.71880823662826	7.60383900267551	5.61770435462155	7.00662238929005	5.10445368681674	8.13038560787182	6.45047851337327	7.74251579055062	6.85895936592214	6.51540827843465	6.09046763262654	7.89154292772051	5.99175321068372	7.27133185585664	5.4760830362753	6.13438081894135	5.11506816366012	6.16836501362136	7.82871038825847	6.25867676366343	4.5994587168696	3.91997173143635	7.06681710901874	8.1251762300627	6.9937599524053	6.14269262253212	8.62927784471433	4.77213324177799	6.54172379532103	6.61901499637185	5.65499161970831	6.59779973870476	6.7362101979327	6.22736655212431	6.62578569127904	7.44179205856556	8.3952866931984	4.96753332200806	7.09428928876968	6.79086087835245
